Date,Category,Amount,Description
2023-06-25,Subscriptions,9618.32,Subscriptions expense
2023-06-04,Utilities,5139.1,Utilities expense
2023-10-15,Rent,7352.51,Rent expense
2023-11-22,Rent,4139.92,Rent expense
2024-03-31,Entertainment,3583.56,Entertainment expense
2023-09-16,Travel,4101.28,Travel expense
2024-02-22,Groceries,4121.51,Groceries expense
2024-01-02,Subscriptions,5464.59,Subscriptions expense
2024-03-06,Entertainment,5457.53,Entertainment expense
2024-02-25,Miscellaneous,4996.68,Miscellaneous expense
2023-07-08,Groceries,1391.12,Groceries expense
2024-05-22,Dining,4985.95,Dining expense
2024-02-25,Groceries,1732.58,Groceries expense
2024-01-01,Shopping,1305.05,Shopping expense
2023-09-23,Miscellaneous,9329.82,Miscellaneous expense
2023-08-28,Groceries,6069.25,Groceries expense
2024-04-17,Miscellaneous,6611.93,Miscellaneous expense
2024-03-22,Subscriptions,4047.85,Subscriptions expense
2024-04-18,Dining,9094.36,Dining expense
2023-12-08,Rent,6397.41,Rent expense
2024-04-25,Healthcare,7703.24,Healthcare expense
2023-09-05,Entertainment,3717.2,Entertainment expense
2023-11-18,Shopping,9602.12,Shopping expense
2023-08-04,Utilities,8213.59,Utilities expense
2024-03-11,Rent,8546.79,Rent expense
2023-09-07,Travel,1763.33,Travel expense
2024-01-18,Rent,2746.08,Rent expense
2023-12-06,Transport,2891.98,Transport expense
2023-06-04,Miscellaneous,2745.55,Miscellaneous expense
2023-12-07,Healthcare,8561.31,Healthcare expense
2024-01-10,Travel,367.25,Travel expense
2023-12-27,Shopping,807.19,Shopping expense
2023-07-20,Groceries,2775.45,Groceries expense
2023-12-10,Travel,2038.74,Travel expense
2023-10-19,Dining,2357.0,Dining expense
2024-03-10,Miscellaneous,7989.53,Miscellaneous expense
2023-10-25,Shopping,5653.11,Shopping expense
2023-10-22,Healthcare,107.42,Healthcare expense
2023-06-05,Travel,4321.76,Travel expense
2024-05-15,Transport,4108.46,Transport expense
2023-06-14,Transport,1183.76,Transport expense
2023-11-16,Entertainment,6777.61,Entertainment expense
2024-01-11,Miscellaneous,7035.87,Miscellaneous expense
2023-11-17,Rent,7222.89,Rent expense
2023-06-27,Transport,7298.29,Transport expense
2023-12-09,Shopping,50.53,Shopping expense
2023-12-06,Utilities,9541.51,Utilities expense
2023-11-08,Travel,8151.38,Travel expense
2024-02-15,Entertainment,9044.62,Entertainment expense
2024-01-08,Healthcare,205.65,Healthcare expense
2024-05-16,Rent,9341.9,Rent expense
2023-12-20,Education,8107.4,Education expense
2023-12-14,Shopping,8380.33,Shopping expense
2023-10-30,Subscriptions,978.21,Subscriptions expense
2023-11-01,Education,7400.84,Education expense
2023-06-16,Groceries,9601.17,Groceries expense
2023-06-18,Healthcare,6801.55,Healthcare expense
2023-12-05,Transport,5727.09,Transport expense
2024-01-03,Entertainment,9459.02,Entertainment expense
2023-07-10,Education,4457.22,Education expense
2024-01-05,Subscriptions,6012.97,Subscriptions expense
2023-06-25,Miscellaneous,4789.57,Miscellaneous expense
2023-07-23,Subscriptions,9331.82,Subscriptions expense
2024-04-23,Dining,807.04,Dining expense
2024-05-02,Travel,5036.14,Travel expense
2023-09-08,Entertainment,6885.18,Entertainment expense
2024-01-17,Travel,7929.47,Travel expense
2024-01-21,Rent,5851.04,Rent expense
2024-01-21,Rent,9093.73,Rent expense
2024-04-17,Rent,9422.81,Rent expense
2023-08-07,Shopping,689.98,Shopping expense
2024-03-12,Healthcare,4053.59,Healthcare expense
2023-09-09,Groceries,283.42,Groceries expense
2023-08-23,Shopping,3327.7,Shopping expense
2023-08-04,Shopping,5391.84,Shopping expense
2023-12-08,Shopping,9112.41,Shopping expense
2024-05-03,Transport,8473.22,Transport expense
2023-10-10,Shopping,1318.62,Shopping expense
2024-04-01,Shopping,975.65,Shopping expense
2024-05-19,Utilities,5913.21,Utilities expense
2024-03-12,Shopping,5344.57,Shopping expense
2023-06-09,Healthcare,2700.46,Healthcare expense
2024-03-31,Healthcare,8999.56,Healthcare expense
2023-12-10,Dining,9277.3,Dining expense
2024-02-01,Dining,4055.98,Dining expense
2023-06-22,Utilities,8908.51,Utilities expense
2023-11-11,Transport,3870.29,Transport expense
2023-06-23,Transport,7381.33,Transport expense
2024-04-21,Miscellaneous,4785.63,Miscellaneous expense
2024-02-27,Travel,1269.7,Travel expense
2023-11-14,Travel,9282.95,Travel expense
2023-10-02,Transport,4568.26,Transport expense
2024-05-04,Subscriptions,7358.15,Subscriptions expense
2024-01-12,Groceries,3703.38,Groceries expense
2024-03-17,Dining,237.86,Dining expense
2023-07-13,Entertainment,1050.28,Entertainment expense
2024-03-13,Groceries,4987.38,Groceries expense
2024-01-20,Entertainment,6915.15,Entertainment expense
2024-03-10,Rent,3380.62,Rent expense
2023-09-23,Dining,6970.11,Dining expense
2023-09-15,Healthcare,7001.42,Healthcare expense
2023-07-27,Travel,7054.16,Travel expense
2023-11-03,Shopping,4950.59,Shopping expense
2024-03-05,Travel,9153.12,Travel expense
2023-06-09,Healthcare,4917.51,Healthcare expense
2024-03-28,Healthcare,4530.14,Healthcare expense
2024-05-26,Groceries,2033.84,Groceries expense
2024-03-11,Groceries,3111.17,Groceries expense
2023-11-21,Miscellaneous,471.23,Miscellaneous expense
2024-03-01,Travel,6353.68,Travel expense
2024-02-07,Travel,2522.93,Travel expense
2024-04-24,Miscellaneous,3076.34,Miscellaneous expense
2024-05-13,Rent,7719.6,Rent expense
2024-04-05,Miscellaneous,3305.85,Miscellaneous expense
2023-11-27,Healthcare,2459.85,Healthcare expense
2024-02-15,Rent,1732.12,Rent expense
2024-05-14,Healthcare,7759.84,Healthcare expense
2024-04-26,Groceries,1340.58,Groceries expense
2024-03-15,Entertainment,4564.85,Entertainment expense
2023-06-27,Travel,5093.95,Travel expense
2023-06-22,Rent,6889.53,Rent expense
2024-02-05,Utilities,6351.17,Utilities expense
2023-09-22,Subscriptions,8116.67,Subscriptions expense
2023-11-13,Entertainment,495.28,Entertainment expense
2024-01-27,Utilities,2999.59,Utilities expense
2023-10-19,Dining,2837.33,Dining expense
2023-10-03,Travel,1502.87,Travel expense
2024-05-14,Shopping,2927.32,Shopping expense
2023-06-15,Subscriptions,3132.16,Subscriptions expense
2023-12-22,Rent,5242.75,Rent expense
2023-07-28,Dining,6653.86,Dining expense
2024-04-10,Healthcare,3841.95,Healthcare expense
2024-01-01,Dining,7208.73,Dining expense
2023-09-02,Subscriptions,3394.85,Subscriptions expense
2024-04-01,Utilities,2938.32,Utilities expense
2023-08-04,Miscellaneous,5434.82,Miscellaneous expense
2023-07-28,Healthcare,285.98,Healthcare expense
2024-02-17,Transport,843.9,Transport expense
2023-10-17,Healthcare,4208.8,Healthcare expense
2024-02-15,Healthcare,9431.98,Healthcare expense
2024-03-20,Healthcare,7229.04,Healthcare expense
2024-02-28,Utilities,926.86,Utilities expense
2024-05-03,Entertainment,8470.86,Entertainment expense
2023-06-22,Utilities,7336.39,Utilities expense
2023-06-27,Entertainment,6128.92,Entertainment expense
2023-06-07,Healthcare,8211.91,Healthcare expense
2024-01-28,Travel,4070.89,Travel expense
2023-06-16,Dining,2253.94,Dining expense
2024-02-28,Shopping,5144.63,Shopping expense
2024-05-26,Travel,5510.98,Travel expense
2023-11-06,Travel,5406.35,Travel expense
2023-10-29,Rent,5672.48,Rent expense
2024-01-08,Dining,9489.61,Dining expense
2024-03-26,Transport,9027.34,Transport expense
2024-01-03,Miscellaneous,8763.38,Miscellaneous expense
2023-10-26,Groceries,8024.1,Groceries expense
2023-09-17,Education,9437.11,Education expense
2023-12-16,Entertainment,1030.02,Entertainment expense
2023-12-07,Education,2687.98,Education expense
2023-08-05,Miscellaneous,4975.81,Miscellaneous expense
2023-10-31,Utilities,8473.02,Utilities expense
2024-03-08,Healthcare,5076.4,Healthcare expense
2024-04-28,Travel,7492.95,Travel expense
2023-09-03,Entertainment,1432.65,Entertainment expense
2023-08-07,Travel,2561.52,Travel expense
2023-07-03,Groceries,7331.17,Groceries expense
2023-10-11,Healthcare,1689.1,Healthcare expense
2023-09-17,Subscriptions,3545.99,Subscriptions expense
2024-05-24,Travel,2685.42,Travel expense
2023-06-20,Miscellaneous,3531.12,Miscellaneous expense
2023-09-12,Miscellaneous,7097.82,Miscellaneous expense
2023-06-25,Subscriptions,3710.08,Subscriptions expense
2024-03-18,Transport,5574.87,Transport expense
2023-08-09,Groceries,1044.32,Groceries expense
2024-02-29,Utilities,8059.93,Utilities expense
2023-11-23,Miscellaneous,3730.39,Miscellaneous expense
2023-12-22,Groceries,6502.91,Groceries expense
2024-05-10,Dining,7267.63,Dining expense
2023-08-19,Rent,2136.13,Rent expense
2023-06-15,Travel,8852.52,Travel expense
2024-04-22,Entertainment,6181.43,Entertainment expense
2024-04-08,Rent,4315.82,Rent expense
2023-10-08,Education,1864.24,Education expense
2024-03-18,Subscriptions,9425.89,Subscriptions expense
2023-12-05,Rent,7562.93,Rent expense
2023-08-29,Entertainment,2119.84,Entertainment expense
2024-04-16,Healthcare,3410.22,Healthcare expense
2023-11-17,Utilities,8106.26,Utilities expense
2023-10-09,Shopping,6971.99,Shopping expense
2023-12-19,Rent,7669.55,Rent expense
2023-10-17,Groceries,4439.95,Groceries expense
2023-09-14,Education,7178.94,Education expense
2023-09-20,Dining,3895.61,Dining expense
2023-12-21,Shopping,2152.07,Shopping expense
2024-04-07,Healthcare,6345.14,Healthcare expense
2024-01-16,Subscriptions,9761.34,Subscriptions expense
2023-11-05,Subscriptions,3140.48,Subscriptions expense
2024-01-05,Education,4636.65,Education expense
2023-07-08,Rent,6756.31,Rent expense
2024-05-22,Transport,5437.99,Transport expense
2023-08-31,Healthcare,8442.11,Healthcare expense
2024-02-10,Dining,7629.34,Dining expense
2023-06-08,Transport,630.06,Transport expense
2023-11-19,Travel,9984.29,Travel expense
2023-10-02,Healthcare,7536.4,Healthcare expense
2024-04-19,Education,8645.84,Education expense
2023-12-31,Miscellaneous,6529.42,Miscellaneous expense
2023-07-23,Utilities,8570.04,Utilities expense
2023-12-04,Entertainment,1168.21,Entertainment expense
2023-10-29,Groceries,3509.99,Groceries expense
2023-08-17,Healthcare,8770.39,Healthcare expense
2023-08-10,Subscriptions,2056.47,Subscriptions expense
2023-11-05,Subscriptions,828.51,Subscriptions expense
2024-03-25,Transport,7891.78,Transport expense
2023-08-27,Healthcare,8363.09,Healthcare expense
2024-03-30,Shopping,1668.39,Shopping expense
2024-04-14,Rent,8550.74,Rent expense
2024-01-22,Subscriptions,6883.34,Subscriptions expense
2024-01-25,Groceries,5224.82,Groceries expense
2024-03-16,Transport,8310.99,Transport expense
2024-04-07,Travel,4221.53,Travel expense
2023-07-16,Rent,1980.24,Rent expense
2024-03-21,Transport,2884.28,Transport expense
2024-03-23,Healthcare,5076.38,Healthcare expense
2023-09-07,Rent,5336.74,Rent expense
2023-10-17,Shopping,8065.53,Shopping expense
2024-03-02,Miscellaneous,7923.96,Miscellaneous expense
2024-01-15,Dining,5834.6,Dining expense
2023-09-10,Shopping,7818.82,Shopping expense
2023-10-30,Entertainment,1958.15,Entertainment expense
2024-04-17,Transport,548.14,Transport expense
2023-08-20,Miscellaneous,8742.66,Miscellaneous expense
2023-07-21,Healthcare,801.77,Healthcare expense
2023-12-21,Utilities,2504.55,Utilities expense
2023-06-06,Healthcare,6968.42,Healthcare expense
2024-05-01,Miscellaneous,4124.01,Miscellaneous expense
2023-11-28,Shopping,8769.32,Shopping expense
2023-11-27,Subscriptions,3014.9,Subscriptions expense
2023-08-18,Transport,168.12,Transport expense
2024-05-04,Education,3041.52,Education expense
2023-08-01,Utilities,5801.85,Utilities expense
2023-12-17,Travel,3790.59,Travel expense
2024-02-04,Groceries,5371.98,Groceries expense
2023-12-05,Entertainment,8772.15,Entertainment expense
2024-02-12,Dining,9129.23,Dining expense
2023-12-21,Healthcare,2696.44,Healthcare expense
2023-11-27,Miscellaneous,4648.3,Miscellaneous expense
2023-09-08,Subscriptions,5513.98,Subscriptions expense
2024-05-10,Shopping,9493.67,Shopping expense
2023-08-11,Education,9986.24,Education expense
2023-10-10,Subscriptions,2392.3,Subscriptions expense
2024-05-15,Subscriptions,7283.45,Subscriptions expense
2024-03-11,Dining,3811.41,Dining expense
2024-03-09,Groceries,130.68,Groceries expense
2023-12-30,Entertainment,142.06,Entertainment expense
2023-11-17,Travel,4632.63,Travel expense
2023-09-24,Miscellaneous,4908.93,Miscellaneous expense
2024-04-02,Dining,274.57,Dining expense
2024-01-16,Travel,6884.93,Travel expense
2023-09-10,Subscriptions,2975.33,Subscriptions expense
2023-12-05,Travel,5620.94,Travel expense
2024-01-25,Transport,3044.14,Transport expense
2023-12-15,Miscellaneous,1712.99,Miscellaneous expense
2023-12-26,Miscellaneous,4101.38,Miscellaneous expense
2023-12-17,Entertainment,2361.12,Entertainment expense
2023-06-25,Shopping,5371.27,Shopping expense
2023-09-14,Entertainment,2028.34,Entertainment expense
2023-11-09,Rent,5108.64,Rent expense
2024-01-18,Dining,1615.92,Dining expense
2023-12-11,Miscellaneous,6726.2,Miscellaneous expense
2023-09-11,Healthcare,7551.68,Healthcare expense
2023-10-14,Education,1148.42,Education expense
2023-09-11,Rent,4704.63,Rent expense
2023-07-13,Travel,755.17,Travel expense
2023-07-21,Travel,6001.92,Travel expense
2024-02-14,Healthcare,2680.82,Healthcare expense
2023-07-05,Healthcare,5299.86,Healthcare expense
2024-04-26,Miscellaneous,5198.74,Miscellaneous expense
2023-08-01,Transport,9247.33,Transport expense
2023-12-25,Utilities,5513.38,Utilities expense
2023-12-16,Rent,5850.83,Rent expense
2024-05-07,Education,4046.45,Education expense
2023-12-29,Shopping,9493.34,Shopping expense
2023-11-30,Shopping,7783.0,Shopping expense
2023-09-30,Utilities,2889.78,Utilities expense
2024-01-17,Utilities,8449.89,Utilities expense
2024-02-27,Education,4352.34,Education expense
2024-05-07,Groceries,8295.24,Groceries expense
2024-05-11,Subscriptions,8237.74,Subscriptions expense
2023-08-21,Healthcare,1929.26,Healthcare expense
2024-01-09,Education,7026.35,Education expense
2024-01-13,Entertainment,2941.9,Entertainment expense
2023-09-22,Dining,3010.05,Dining expense
2023-12-28,Dining,2998.66,Dining expense
2023-06-09,Miscellaneous,7269.4,Miscellaneous expense
2023-08-04,Travel,2336.77,Travel expense
2023-10-12,Shopping,59.01,Shopping expense
2023-08-21,Groceries,7166.61,Groceries expense
2023-09-10,Utilities,1753.29,Utilities expense
2023-06-12,Dining,1089.6,Dining expense
2024-04-21,Dining,2413.29,Dining expense
2024-03-21,Education,3830.01,Education expense
2024-04-06,Education,4785.27,Education expense
2024-03-03,Rent,493.47,Rent expense
2024-04-18,Miscellaneous,9707.2,Miscellaneous expense
2023-11-09,Transport,7174.83,Transport expense
2023-12-02,Shopping,3265.78,Shopping expense
2023-09-21,Shopping,3221.04,Shopping expense
2023-10-22,Rent,4513.0,Rent expense
2024-03-14,Healthcare,6281.14,Healthcare expense
2023-11-23,Transport,1506.41,Transport expense
2024-03-08,Utilities,1929.85,Utilities expense
2024-03-15,Education,8601.37,Education expense
2023-08-07,Healthcare,2599.74,Healthcare expense
2023-07-06,Rent,3832.94,Rent expense
2023-09-14,Travel,8719.15,Travel expense
2023-08-10,Shopping,6648.32,Shopping expense
2023-07-19,Groceries,3450.03,Groceries expense
2023-07-15,Groceries,6852.81,Groceries expense
2024-03-23,Utilities,245.85,Utilities expense
2023-10-20,Healthcare,7369.64,Healthcare expense
2023-10-12,Entertainment,4895.81,Entertainment expense
2023-12-13,Groceries,8141.16,Groceries expense
2024-05-13,Travel,9548.64,Travel expense
2023-09-17,Healthcare,9261.6,Healthcare expense
2024-03-23,Dining,9097.19,Dining expense
2023-08-27,Education,5146.09,Education expense
2023-12-30,Transport,3633.41,Transport expense
2024-02-23,Transport,4677.1,Transport expense
2024-01-09,Travel,6914.47,Travel expense
2024-03-12,Entertainment,8845.78,Entertainment expense
2024-04-11,Miscellaneous,2109.51,Miscellaneous expense
2023-10-22,Travel,9186.02,Travel expense
2024-03-24,Transport,8161.04,Transport expense
2023-11-13,Subscriptions,9789.62,Subscriptions expense
2024-02-21,Travel,8808.51,Travel expense
2024-02-09,Dining,2835.38,Dining expense
2023-08-07,Healthcare,1104.26,Healthcare expense
2024-04-08,Healthcare,1166.8,Healthcare expense
2024-04-14,Education,2947.67,Education expense
2024-02-13,Utilities,6161.13,Utilities expense
2023-09-02,Rent,8052.99,Rent expense
2024-03-18,Groceries,8997.54,Groceries expense
2023-08-05,Entertainment,6256.35,Entertainment expense
2024-02-19,Subscriptions,106.03,Subscriptions expense
2023-12-03,Transport,1903.85,Transport expense
2024-01-04,Rent,1042.28,Rent expense
2024-04-26,Travel,3665.08,Travel expense
2024-02-27,Shopping,5038.44,Shopping expense
2023-11-19,Utilities,481.8,Utilities expense
2023-11-01,Groceries,3517.36,Groceries expense
2023-11-28,Rent,1832.84,Rent expense
2023-12-24,Dining,6488.35,Dining expense
2024-05-11,Education,4669.51,Education expense
2023-11-28,Groceries,4978.41,Groceries expense
2023-06-06,Rent,4305.53,Rent expense
2023-07-17,Groceries,9562.4,Groceries expense
2023-06-17,Education,2186.61,Education expense
2024-02-06,Dining,5190.81,Dining expense
2023-11-03,Healthcare,7373.37,Healthcare expense
2024-03-27,Healthcare,5590.6,Healthcare expense
2024-01-20,Travel,9293.76,Travel expense
2023-10-29,Groceries,3810.79,Groceries expense
2024-04-28,Rent,4663.57,Rent expense
2023-11-25,Miscellaneous,930.8,Miscellaneous expense
2024-01-23,Shopping,6109.54,Shopping expense
2024-02-22,Healthcare,2917.71,Healthcare expense
2024-04-30,Subscriptions,1645.07,Subscriptions expense
2024-02-11,Groceries,5468.09,Groceries expense
2023-09-07,Dining,5346.49,Dining expense
2024-02-06,Rent,804.92,Rent expense
2024-04-24,Shopping,6997.24,Shopping expense
2023-12-03,Utilities,6256.53,Utilities expense
2024-01-21,Travel,1930.72,Travel expense
2023-06-16,Rent,4720.88,Rent expense
2023-06-16,Shopping,7217.21,Shopping expense
2023-06-07,Rent,5317.89,Rent expense
2024-01-29,Subscriptions,3985.12,Subscriptions expense
2023-06-11,Entertainment,3257.27,Entertainment expense
